dataset_id,model_type,method,ate_hat
795,Non-Parametric,Levis IF,0.2542203362747293
795,Parametric,Levis IF,0.25157069405525173
796,Non-Parametric,Levis IF,0.257808768270526
796,Parametric,Levis IF,0.2680466929877773
797,Non-Parametric,Levis IF,0.2704586752076264
797,Parametric,Levis IF,0.263549911311728
798,Non-Parametric,Levis IF,0.26435447296828984
798,Parametric,Levis IF,0.26516896898432674
799,Non-Parametric,Levis IF,0.2641943450211183
799,Parametric,Levis IF,0.26553367749751067
800,Non-Parametric,Levis IF,0.26456181044033267
800,Parametric,Levis IF,0.2630936519459845
801,Non-Parametric,Levis IF,0.2732374516120546
801,Parametric,Levis IF,0.2685935235734611
802,Non-Parametric,Levis IF,0.25895702238460483
802,Parametric,Levis IF,0.2553816372925579
803,Non-Parametric,Levis IF,0.261442807341112
803,Parametric,Levis IF,0.26863111292166225
804,Non-Parametric,Levis IF,0.2529194191273942
804,Parametric,Levis IF,0.25393740936353393
805,Non-Parametric,Levis IF,0.26806308245320754
805,Parametric,Levis IF,0.2690471669339819
806,Non-Parametric,Levis IF,0.25158122467787425
806,Parametric,Levis IF,0.24540875224347267
807,Non-Parametric,Levis IF,0.25329333216164546
807,Parametric,Levis IF,0.2529237875999236
808,Non-Parametric,Levis IF,0.2613361383394567
808,Parametric,Levis IF,0.2710929564476964
809,Non-Parametric,Levis IF,0.2713996253031532
809,Parametric,Levis IF,0.265023763181938
810,Non-Parametric,Levis IF,0.26830322555258757
810,Parametric,Levis IF,0.27375580926575516
811,Non-Parametric,Levis IF,0.2289792316471429
811,Parametric,Levis IF,0.251523288192398
812,Non-Parametric,Levis IF,0.2435103946880088
812,Parametric,Levis IF,0.24685756912050844
813,Non-Parametric,Levis IF,0.2554152080503697
813,Parametric,Levis IF,0.25619024234847354
814,Non-Parametric,Levis IF,0.26539437555990864
814,Parametric,Levis IF,0.2674783577316385
815,Non-Parametric,Levis IF,0.26702845079485066
815,Parametric,Levis IF,0.265744503203029
816,Non-Parametric,Levis IF,0.2278693126754215
816,Parametric,Levis IF,0.24588608335617462
817,Non-Parametric,Levis IF,0.2596008965531415
817,Parametric,Levis IF,0.25959131893320697
818,Non-Parametric,Levis IF,0.2611127550644867
818,Parametric,Levis IF,0.2578298081492793
819,Non-Parametric,Levis IF,0.2711513142709146
819,Parametric,Levis IF,0.2717573432808633
820,Non-Parametric,Levis IF,0.26273162134468675
820,Parametric,Levis IF,0.2589753071250207
821,Non-Parametric,Levis IF,0.24346330925679915
821,Parametric,Levis IF,0.2444291722586328
822,Non-Parametric,Levis IF,0.2556346799943733
822,Parametric,Levis IF,0.2550140347798582
823,Non-Parametric,Levis IF,0.2625951334503698
823,Parametric,Levis IF,0.2634064543608291
824,Non-Parametric,Levis IF,0.2514253964719294
824,Parametric,Levis IF,0.24645501978296785
825,Non-Parametric,Levis IF,0.2565831673019294
825,Parametric,Levis IF,0.26372907613292906
826,Non-Parametric,Levis IF,0.25440992510501637
826,Parametric,Levis IF,0.2599266834436246
827,Non-Parametric,Levis IF,0.259025194615749
827,Parametric,Levis IF,0.26085588293148865
828,Non-Parametric,Levis IF,0.25353172484525516
828,Parametric,Levis IF,0.2564229077005945
829,Non-Parametric,Levis IF,0.25100492189146784
829,Parametric,Levis IF,0.24990297908876824
830,Non-Parametric,Levis IF,0.25568865821640535
830,Parametric,Levis IF,0.25846462907093865
831,Non-Parametric,Levis IF,0.2519386099422021
831,Parametric,Levis IF,0.2517655663316196
832,Non-Parametric,Levis IF,0.2453121989190712
832,Parametric,Levis IF,0.2737517325464397
833,Non-Parametric,Levis IF,0.2660104803091484
833,Parametric,Levis IF,0.2676320533566232
834,Non-Parametric,Levis IF,0.23840329369928998
834,Parametric,Levis IF,0.24106077275148818
835,Non-Parametric,Levis IF,0.25940360486814584
835,Parametric,Levis IF,0.2682352097854006
836,Non-Parametric,Levis IF,0.27323575957066415
836,Parametric,Levis IF,0.2660014058849042
837,Non-Parametric,Levis IF,0.2461669020667071
837,Parametric,Levis IF,0.23382210991717783
838,Non-Parametric,Levis IF,0.26003790130814464
838,Parametric,Levis IF,0.25833366289855425
839,Non-Parametric,Levis IF,0.2506470568397444
839,Parametric,Levis IF,0.24639558150354118
840,Non-Parametric,Levis IF,0.26804680486279264
840,Parametric,Levis IF,0.2588220364843744
841,Non-Parametric,Levis IF,0.2418187604438775
841,Parametric,Levis IF,0.24114460108099128
842,Non-Parametric,Levis IF,0.26467834174341043
842,Parametric,Levis IF,0.2687598577705339
843,Non-Parametric,Levis IF,0.25031548344292875
843,Parametric,Levis IF,0.2481423477749057
844,Non-Parametric,Levis IF,0.2636735650592059
844,Parametric,Levis IF,0.26125205254891737
845,Non-Parametric,Levis IF,0.24914789644524615
845,Parametric,Levis IF,0.24762262759096793
846,Non-Parametric,Levis IF,0.2612181828122232
846,Parametric,Levis IF,0.2572362701410328
847,Non-Parametric,Levis IF,0.26696910746020874
847,Parametric,Levis IF,0.26931693063382156
848,Non-Parametric,Levis IF,0.2606840972923218
848,Parametric,Levis IF,0.2577547212131602
849,Non-Parametric,Levis IF,0.25175076303627036
849,Parametric,Levis IF,0.2454103606885109
850,Non-Parametric,Levis IF,0.2569900056229758
850,Parametric,Levis IF,0.2586780339036673
851,Non-Parametric,Levis IF,0.27037538297425256
851,Parametric,Levis IF,0.2724603449110948
852,Non-Parametric,Levis IF,0.254282333842317
852,Parametric,Levis IF,0.2545152565636166
853,Non-Parametric,Levis IF,0.2457892273090474
853,Parametric,Levis IF,0.24623440354624565
854,Non-Parametric,Levis IF,0.26123188538030684
854,Parametric,Levis IF,0.26844451580630446
855,Non-Parametric,Levis IF,0.2635091400255005
855,Parametric,Levis IF,0.2562147868702772
856,Non-Parametric,Levis IF,0.2566022583922356
856,Parametric,Levis IF,0.2576637437646879
857,Non-Parametric,Levis IF,0.2700095088819703
857,Parametric,Levis IF,0.2602233091614127
858,Non-Parametric,Levis IF,0.2585261361268635
858,Parametric,Levis IF,0.2559681725122389
859,Non-Parametric,Levis IF,0.19477858779939505
859,Parametric,Levis IF,0.25566742313536056
860,Non-Parametric,Levis IF,0.24165550462314583
860,Parametric,Levis IF,0.24140919701694077
861,Non-Parametric,Levis IF,0.26740295266682146
861,Parametric,Levis IF,0.2652175703517855
862,Non-Parametric,Levis IF,0.25156693003215724
862,Parametric,Levis IF,0.25375537116287195
863,Non-Parametric,Levis IF,0.2513261349576876
863,Parametric,Levis IF,0.25156361598445887
864,Non-Parametric,Levis IF,0.26406082548844445
864,Parametric,Levis IF,0.26028699548470724
865,Non-Parametric,Levis IF,0.263746422985503
865,Parametric,Levis IF,0.26008431389330233
866,Non-Parametric,Levis IF,0.27175652414024254
866,Parametric,Levis IF,0.2751037219859169
867,Non-Parametric,Levis IF,0.2650518237594887
867,Parametric,Levis IF,0.26887716342488927
868,Non-Parametric,Levis IF,0.2608437934633163
868,Parametric,Levis IF,0.2581285430950161
869,Non-Parametric,Levis IF,0.25479273006435665
869,Parametric,Levis IF,0.24892673446941405
870,Non-Parametric,Levis IF,0.25795836024330726
870,Parametric,Levis IF,0.2576718501938915
871,Non-Parametric,Levis IF,0.2570217710756896
871,Parametric,Levis IF,0.2598370477959905
872,Non-Parametric,Levis IF,0.25210120592520446
872,Parametric,Levis IF,0.253827990702596
873,Non-Parametric,Levis IF,0.25232331541212044
873,Parametric,Levis IF,0.2512269142967499
874,Non-Parametric,Levis IF,0.23381983560302627
874,Parametric,Levis IF,0.24963873680345483
875,Non-Parametric,Levis IF,0.24325414944430016
875,Parametric,Levis IF,0.25462986406568916
876,Non-Parametric,Levis IF,0.26139691109355767
876,Parametric,Levis IF,0.2651544663603663
877,Non-Parametric,Levis IF,0.27441876715025665
877,Parametric,Levis IF,0.2666874937947365
878,Non-Parametric,Levis IF,0.2720886003240406
878,Parametric,Levis IF,0.26913161572662636
879,Non-Parametric,Levis IF,0.2467155303225217
879,Parametric,Levis IF,0.24940269314423325
880,Non-Parametric,Levis IF,0.26405704730148644
880,Parametric,Levis IF,0.26132668386012403
881,Non-Parametric,Levis IF,0.26872106265416124
881,Parametric,Levis IF,0.26673186234327284
882,Non-Parametric,Levis IF,0.25993099998341085
882,Parametric,Levis IF,0.24939737056642325
883,Non-Parametric,Levis IF,0.25864154078320445
883,Parametric,Levis IF,0.25506795852149666
884,Non-Parametric,Levis IF,0.2568136633183139
884,Parametric,Levis IF,0.2554854351491893
885,Non-Parametric,Levis IF,0.25287536248765446
885,Parametric,Levis IF,0.24957591552586614
886,Non-Parametric,Levis IF,0.2570757670831769
886,Parametric,Levis IF,0.25588963655416286
887,Non-Parametric,Levis IF,0.2542452156423062
887,Parametric,Levis IF,0.26316530460401555
888,Non-Parametric,Levis IF,0.27541491772908977
888,Parametric,Levis IF,0.27288875043932026
889,Non-Parametric,Levis IF,0.2425874806986898
889,Parametric,Levis IF,0.2422624620787674
890,Non-Parametric,Levis IF,0.2579811301620227
890,Parametric,Levis IF,0.2580138908733127
891,Non-Parametric,Levis IF,0.25816603937105176
891,Parametric,Levis IF,0.24630232025452614
892,Non-Parametric,Levis IF,0.2771337928634029
892,Parametric,Levis IF,0.2772917034724163
893,Non-Parametric,Levis IF,0.22964125967251162
893,Parametric,Levis IF,0.2429205700890511
894,Non-Parametric,Levis IF,0.25333304485378766
894,Parametric,Levis IF,0.25141164050504633
895,Non-Parametric,Levis IF,0.2695817192678225
895,Parametric,Levis IF,0.26591383899458343
896,Non-Parametric,Levis IF,0.29117474302055335
896,Parametric,Levis IF,0.27472408244285673
897,Non-Parametric,Levis IF,0.25066065218256506
897,Parametric,Levis IF,0.2541276961698401
898,Non-Parametric,Levis IF,0.25808309795445566
898,Parametric,Levis IF,0.258464847161968
899,Non-Parametric,Levis IF,0.26477589127201157
899,Parametric,Levis IF,0.26632132951658805
900,Non-Parametric,Levis IF,0.2511988021913355
900,Parametric,Levis IF,0.24842850122921178
901,Non-Parametric,Levis IF,0.2524154178625089
901,Parametric,Levis IF,0.253147161484801
902,Non-Parametric,Levis IF,0.26150002341292766
902,Parametric,Levis IF,0.25728080184924756
903,Non-Parametric,Levis IF,0.2718211264263567
903,Parametric,Levis IF,0.2747913286731445
904,Non-Parametric,Levis IF,0.25120014349444053
904,Parametric,Levis IF,0.24744252040898893
905,Non-Parametric,Levis IF,0.25001725631714744
905,Parametric,Levis IF,0.2449775799379092
906,Non-Parametric,Levis IF,0.2584272616708069
906,Parametric,Levis IF,0.2625393525877347
907,Non-Parametric,Levis IF,0.26695515241819295
907,Parametric,Levis IF,0.26583564018677364
908,Non-Parametric,Levis IF,0.26551041213568305
908,Parametric,Levis IF,0.26201524945041743
909,Non-Parametric,Levis IF,0.2575530587215292
909,Parametric,Levis IF,0.2593906371358723
910,Non-Parametric,Levis IF,0.2586673341156676
910,Parametric,Levis IF,0.25966093516060684
911,Non-Parametric,Levis IF,0.2606609756309066
911,Parametric,Levis IF,0.24843100396245602
912,Non-Parametric,Levis IF,0.2770722949588514
912,Parametric,Levis IF,0.2695103218513705
913,Non-Parametric,Levis IF,0.26306701063358684
913,Parametric,Levis IF,0.2594655268495587
914,Non-Parametric,Levis IF,0.26234419373488205
914,Parametric,Levis IF,0.25875659813411933
915,Non-Parametric,Levis IF,0.25967064437476195
915,Parametric,Levis IF,0.268782424367114
916,Non-Parametric,Levis IF,0.2403171130920448
916,Parametric,Levis IF,0.24188021472835042
917,Non-Parametric,Levis IF,0.2547307361813621
917,Parametric,Levis IF,0.24835989594186653
918,Non-Parametric,Levis IF,0.2656806252947998
918,Parametric,Levis IF,0.2644461379256067
919,Non-Parametric,Levis IF,0.24756917339524587
919,Parametric,Levis IF,0.24856530664370563
920,Non-Parametric,Levis IF,0.27763116602690685
920,Parametric,Levis IF,0.2736399874311287
921,Non-Parametric,Levis IF,0.255717088183655
921,Parametric,Levis IF,0.25011880328125285
922,Non-Parametric,Levis IF,0.2680858661652412
922,Parametric,Levis IF,0.2617821416355315
923,Non-Parametric,Levis IF,0.2564118024484608
923,Parametric,Levis IF,0.25679076449561833
924,Non-Parametric,Levis IF,0.24781246878902746
924,Parametric,Levis IF,0.24563768959270374
925,Non-Parametric,Levis IF,0.24832908411301788
925,Parametric,Levis IF,0.25589927449827593
926,Non-Parametric,Levis IF,0.25996296514469197
926,Parametric,Levis IF,0.25531346204211675
927,Non-Parametric,Levis IF,0.26107067950531604
927,Parametric,Levis IF,0.2535392792007013
928,Non-Parametric,Levis IF,0.2680230636278833
928,Parametric,Levis IF,0.27145921493950287
929,Non-Parametric,Levis IF,0.26415143719995315
929,Parametric,Levis IF,0.2618227191819878
930,Non-Parametric,Levis IF,0.246367541326213
930,Parametric,Levis IF,0.23776214095846115
931,Non-Parametric,Levis IF,0.250697868801223
931,Parametric,Levis IF,0.2689100567031628
932,Non-Parametric,Levis IF,0.24310125983913983
932,Parametric,Levis IF,0.23959841539217047
933,Non-Parametric,Levis IF,0.25949428817014253
933,Parametric,Levis IF,0.2626979137099086
934,Non-Parametric,Levis IF,0.24301322472260284
934,Parametric,Levis IF,0.23854322441771603
935,Non-Parametric,Levis IF,0.2528574925031377
935,Parametric,Levis IF,0.25678987953350607
936,Non-Parametric,Levis IF,0.2544160866264603
936,Parametric,Levis IF,0.25826453902444835
937,Non-Parametric,Levis IF,0.2483008240445715
937,Parametric,Levis IF,0.25055013703082596
938,Non-Parametric,Levis IF,0.2693528069000483
938,Parametric,Levis IF,0.2609292512216248
939,Non-Parametric,Levis IF,0.26126878557988575
939,Parametric,Levis IF,0.2575458333934296
940,Non-Parametric,Levis IF,0.2571936462798863
940,Parametric,Levis IF,0.2531956818942167
941,Non-Parametric,Levis IF,0.2660919113226544
941,Parametric,Levis IF,0.2740580729434997
942,Non-Parametric,Levis IF,0.25765626574877265
942,Parametric,Levis IF,0.246921332497469
943,Non-Parametric,Levis IF,0.2519531410036123
943,Parametric,Levis IF,0.25290644239281224
944,Non-Parametric,Levis IF,0.2572936356052817
944,Parametric,Levis IF,0.25745467004567774
945,Non-Parametric,Levis IF,0.26075144651546267
945,Parametric,Levis IF,0.254195929368385
946,Non-Parametric,Levis IF,0.2777953264343286
946,Parametric,Levis IF,0.2821783622676781
947,Non-Parametric,Levis IF,0.26039660004907184
947,Parametric,Levis IF,0.2638488806606637
948,Non-Parametric,Levis IF,0.26683943575359814
948,Parametric,Levis IF,0.26285017585263815
949,Non-Parametric,Levis IF,0.24137790318845684
949,Parametric,Levis IF,0.24405267869888453
950,Non-Parametric,Levis IF,0.25515753285497567
950,Parametric,Levis IF,0.259918004634653
951,Non-Parametric,Levis IF,0.2448882417374225
951,Parametric,Levis IF,0.245960871090623
952,Non-Parametric,Levis IF,0.2613995516083241
952,Parametric,Levis IF,0.26122368184567457
953,Non-Parametric,Levis IF,0.2707212156087892
953,Parametric,Levis IF,0.2645537436955766
954,Non-Parametric,Levis IF,0.24673437858468933
954,Parametric,Levis IF,0.25619938939952513
955,Non-Parametric,Levis IF,0.2517113835393075
955,Parametric,Levis IF,0.24503616599314457
956,Non-Parametric,Levis IF,0.25681964579324945
956,Parametric,Levis IF,0.25503989214030676
957,Non-Parametric,Levis IF,0.2584356128063906
957,Parametric,Levis IF,0.2579418482215653
958,Non-Parametric,Levis IF,0.27498872067737423
958,Parametric,Levis IF,0.2756970571546097
959,Non-Parametric,Levis IF,0.24614244864789844
959,Parametric,Levis IF,0.24637658290147618
960,Non-Parametric,Levis IF,0.26717684673740705
960,Parametric,Levis IF,0.2604717857194524
961,Non-Parametric,Levis IF,0.2772056027827363
961,Parametric,Levis IF,0.27909603005957595
962,Non-Parametric,Levis IF,0.24959718079248994
962,Parametric,Levis IF,0.2465689849693987
963,Non-Parametric,Levis IF,0.2591512161210259
963,Parametric,Levis IF,0.2604117423148151
964,Non-Parametric,Levis IF,0.2635238576204082
964,Parametric,Levis IF,0.2597936551890735
965,Non-Parametric,Levis IF,0.2728829823289812
965,Parametric,Levis IF,0.26516123138498005
966,Non-Parametric,Levis IF,0.26202294829015516
966,Parametric,Levis IF,0.2580868634835801
967,Non-Parametric,Levis IF,0.25301688202672057
967,Parametric,Levis IF,0.2442392926448342
968,Non-Parametric,Levis IF,0.25770150237703626
968,Parametric,Levis IF,0.2620076987460325
969,Non-Parametric,Levis IF,0.24087211240659245
969,Parametric,Levis IF,0.24263238399954815
970,Non-Parametric,Levis IF,0.26527905270627095
970,Parametric,Levis IF,0.27274086681921084
971,Non-Parametric,Levis IF,0.2646126879257524
971,Parametric,Levis IF,0.2649485728231337
972,Non-Parametric,Levis IF,0.270397918858841
972,Parametric,Levis IF,0.2684653384342095
973,Non-Parametric,Levis IF,0.24751440463837854
973,Parametric,Levis IF,0.24551139724547721
974,Non-Parametric,Levis IF,0.2062796645260902
974,Parametric,Levis IF,0.25705890313718593
975,Non-Parametric,Levis IF,0.2680148326104105
975,Parametric,Levis IF,0.2603742256559598
976,Non-Parametric,Levis IF,0.2595856381088938
976,Parametric,Levis IF,0.251783055129453
977,Non-Parametric,Levis IF,0.2421878380874154
977,Parametric,Levis IF,0.24533079225063187
978,Non-Parametric,Levis IF,0.25520385030305465
978,Parametric,Levis IF,0.25085908047438504
979,Non-Parametric,Levis IF,0.26568682280105127
979,Parametric,Levis IF,0.2592070407079522
980,Non-Parametric,Levis IF,0.2589495398098573
980,Parametric,Levis IF,0.25935397928317305
981,Non-Parametric,Levis IF,0.2717004371140321
981,Parametric,Levis IF,0.2676627561415992
982,Non-Parametric,Levis IF,0.2607335184490307
982,Parametric,Levis IF,0.25572704389198553
983,Non-Parametric,Levis IF,0.24104091122448584
983,Parametric,Levis IF,0.23736218116296962
984,Non-Parametric,Levis IF,0.26206598717364904
984,Parametric,Levis IF,0.26386043494147565
985,Non-Parametric,Levis IF,0.2595671355621624
985,Parametric,Levis IF,0.2617147782215741
986,Non-Parametric,Levis IF,0.2572421191500603
986,Parametric,Levis IF,0.25709832933342114
987,Non-Parametric,Levis IF,0.2817622336939247
987,Parametric,Levis IF,0.2728570054604712
988,Non-Parametric,Levis IF,0.25052149203519297
988,Parametric,Levis IF,0.24374498625096883
989,Non-Parametric,Levis IF,0.2544577130887774
989,Parametric,Levis IF,0.24440435908960328
990,Non-Parametric,Levis IF,0.25271362746241427
990,Parametric,Levis IF,0.25164098259961515
991,Non-Parametric,Levis IF,0.2607329476617154
991,Parametric,Levis IF,0.2579383155050831
992,Non-Parametric,Levis IF,0.28008961589591225
